0.0976973,0.755009,0.126108,0.021186,0,1,0,0,
0.0987438,0.751538,0.127933,0.0217854,0,1,0,0,
0.0997826,0.74806,0.129759,0.0223987,0,1,0,0,
0.100813,0.744576,0.131584,0.0230262,0,1,0,0,
0.101835,0.741088,0.133409,0.023668,0,1,0,0,
0.102848,0.737595,0.135232,0.0243245,0,1,0,0,
0.103852,0.734099,0.137053,0.0249959,0,1,0,0,
0.104846,0.730601,0.13887,0.0256823,0,1,0,0,
0.10583,0.727102,0.140684,0.0263841,0,1,0,0,
0.106804,0.723601,0.142494,0.0271014,0,1,0,0,
0.107766,0.720101,0.144298,0.0278345,0,1,0,0,
0.108718,0.716603,0.146096,0.0285836,0,1,0,0,
0.109658,0.713106,0.147888,0.029349,0,1,0,0,
0.110586,0.709611,0.149672,0.0301308,0,1,0,0,
0.111502,0.70612,0.151448,0.0309295,0,1,0,0,
0.112406,0.702634,0.153215,0.0317451,0,1,0,0,
0.113297,0.699152,0.154974,0.032578,0,1,0,0,
0.114175,0.695675,0.156721,0.0334283,0,1,0,0,
0.115039,0.692206,0.158459,0.0342963,0,1,0,0,
0.115891,0.688743,0.160184,0.0351823,0,1,0,0,
0.116728,0.685288,0.161898,0.0360866,0,1,0,0,
0.117551,0.681841,0.163599,0.0370093,0,1,0,0,
0.11836,0.678403,0.165286,0.0379507,0,1,0,0,
0.119155,0.674975,0.166959,0.0389111,0,1,0,0,
0.119935,0.671556,0.168618,0.0398907,0,1,0,0,
0.1207,0.668149,0.170261,0.0408898,0,1,0,0,
0.12145,0.664752,0.171889,0.0419086,0,1,0,0,
0.122185,0.661368,0.1735,0.0429473,0,1,0,0,
0.122905,0.657995,0.175094,0.0440064,0,1,0,0,
0.123609,0.654635,0.176671,0.0450859,0,1,0,0,
0.124297,0.651288,0.178229,0.0461862,0,1,0,0,
0.12497,0.647954,0.179769,0.0473074,0,1,0,0,
0.125626,0.644635,0.181289,0.04845,0,1,0,0,
0.126267,0.641329,0.18279,0.0496141,0,1,0,0,
0.126892,0.638038,0.18427,0.0508,0,1,0,0,
0.1275,0.634762,0.18573,0.0520079,0,1,0,0,
0.128092,0.631501,0.187169,0.0532382,0,1,0,0,
0.128668,0.628255,0.188586,0.054491,0,1,0,0,
0.129228,0.625025,0.189981,0.0557667,0,1,0,0,
0.129771,0.62181,0.191353,0.0570655,0,1,0,0,
0.130297,0.618612,0.192703,0.0583877,0,1,0,0,
0.130808,0.61543,0.194029,0.0597335,0,1,0,0,
0.131301,0.612264,0.195331,0.0611032,0,1,0,0,
0.131778,0.609115,0.19661,0.0624971,0,1,0,0,
0.132238,0.605982,0.197864,0.0639154,0,1,0,0,
0.132682,0.602866,0.199093,0.0653584,0,1,0,0,
0.13311,0.599767,0.200297,0.0668264,0,1,0,0,
0.13352,0.596685,0.201476,0.0683195,0,1,0,0,
0.133914,0.593619,0.202629,0.0698382,0,1,0,0,
0.134292,0.59057,0.203755,0.0713826,0,1,0,0,
0.134653,0.587538,0.204856,0.0729531,0,1,0,0,
0.134997,0.584523,0.20593,0.0745498,0,1,0,0,
0.135325,0.581525,0.206977,0.076173,0,1,0,0,
0.135637,0.578543,0.207997,0.077823,0,1,0,0,
0.135932,0.575578,0.208989,0.0795001,0,1,0,0,
0.136211,0.57263,0.209954,0.0812045,0,1,0,0,
0.136474,0.569698,0.210892,0.0829365,0,1,0,0,
0.13672,0.566782,0.211801,0.0846963,0,1,0,0,
0.136951,0.563883,0.212682,0.0864841,0,1,0,0,
0.137165,0.561,0.213535,0.0883003,0,1,0,0,
0.137363,0.558133,0.214359,0.0901451,0,1,0,0,
0.137545,0.555282,0.215155,0.0920187,0,1,0,0,
0.137711,0.552446,0.215922,0.0939213,0,1,0,0,
0.137861,0.549626,0.21666,0.0958533,0,1,0,0,
