0,1478.07
1,1475.43
2,1472.79
3,1470.16
4,1467.52
5,1464.89
6,1462.25
7,1459.62
8,1456.99
9,1454.36
10,1451.73
11,1449.1
12,1446.48
13,1443.85
14,1441.22
15,1438.6
16,1435.97
17,1433.35
18,1430.73
19,1428.11
20,1425.49
21,1422.87
22,1420.25
23,1417.64
24,1415.02
25,1412.41
26,1409.79
27,1407.18
28,1404.57
29,1401.96
30,1399.35
31,1396.74
32,1394.13
33,1391.52
34,1388.92
35,1386.31
36,1383.71
37,1381.1
38,1378.5
39,1375.9
40,1373.3
41,1370.7
42,1368.1
43,1365.5
44,1362.91
45,1360.31
46,1357.72
47,1355.13
48,1352.53
49,1349.94
50,1347.35
51,1344.76
52,1342.18
53,1339.59
54,1337
55,1334.42
56,1331.83
57,1329.25
58,1326.67
59,1324.09
60,1321.51
61,1318.93
62,1316.35
63,1313.77
64,1311.2
65,1308.62
66,1306.05
67,1303.48
68,1300.9
69,1298.33
70,1295.76
71,1293.19
72,1290.63
73,1288.06
74,1285.49
75,1282.93
76,1280.37
77,1277.8
78,1275.24
79,1272.68
80,1270.12
81,1267.56
82,1265.01
83,1262.45
84,1259.89
85,1257.34
86,1254.79
87,1252.24
88,1249.68
89,1247.13
90,1244.59
91,1242.04
92,1239.49
93,1236.95
94,1234.4
95,1231.86
96,1229.31
97,1226.77
98,1224.23
99,1221.69
100,1219.16
101,1216.62
102,1214.08
103,1211.55
104,1209.01
105,1206.48
106,1203.95
107,1201.42
108,1198.89
109,1196.36
110,1193.83
111,1191.31
112,1188.78
113,1186.26
114,1183.73
115,1181.21
116,1178.69
117,1176.17
118,1173.65
119,1171.13
120,1168.62
121,1166.1
122,1163.59
123,1161.07
124,1158.56
125,1156.05
126,1153.54
127,1151.03
128,1148.53
129,1146.02
130,1143.51
131,1141.01
132,1138.51
133,1136
134,1133.5
135,1131
136,1128.5
137,1126.01
138,1123.51
139,1121.02
140,1118.52
141,1116.03
142,1113.54
143,1111.05
144,1108.56
145,1106.07
146,1103.58
147,1101.09
148,1098.61
149,1096.12
150,1093.64
151,1091.16
152,1088.68
153,1086.2
154,1083.72
155,1081.24
156,1078.77
157,1076.29
158,1073.82
159,1071.35
160,1068.88
161,1066.41
162,1063.94
163,1061.47
164,1059
165,1056.54
166,1054.07
167,1051.61
168,1049.15
169,1046.69
170,1044.23
171,1041.77
172,1039.31
173,1036.85
174,1034.4
175,1031.95
176,1029.49
177,1027.04
178,1024.59
179,1022.14
180,1019.69
181,1017.25
182,1014.8
183,1012.36
184,1009.92
185,1007.47
186,1005.03
187,1002.59
188,1000.15
189,997.718
190,995.282
191,992.847
192,990.414
193,987.981
194,985.55
195,983.12
196,980.692
197,978.264
198,975.838
199,973.413
200,970.989
201,968.566
202,966.145
203,963.725
204,961.306
205,958.888
206,956.472
207,954.057
208,951.643
209,949.23
210,946.818
211,944.408
212,941.999
213,939.591
214,937.184
215,934.779
216,932.375
217,929.972
218,927.57
219,925.17
220,922.771
221,920.373
222,917.976
223,915.581
224,913.187
225,910.794
226,908.402
227,906.012
228,903.622
229,901.235
230,898.848
231,896.463
232,894.079
233,891.696
234,889.314
235,886.934
236,884.555
237,882.177
238,879.801
239,877.426
240,875.052
241,872.679
242,870.308
243,867.938
244,865.569
245,863.202
246,860.836
247,858.471
248,856.108
249,853.745
250,851.384
251,849.025
252,846.667
253,844.31
254,841.954
255,839.599
256,837.246
257,834.895
258,832.544
259,830.195
260,827.847
261,825.501
262,823.156
263,820.812
264,818.469
265,816.128
266,813.789
267,811.45
268,809.113
269,806.777
270,804.443
271,802.11
272,799.778
273,797.448
274,795.119
275,792.791
276,790.465
277,788.14
278,785.816
279,783.494
280,781.173
281,778.854
282,776.536
283,774.219
284,771.904
285,769.59
286,767.277
287,764.966
288,762.657
289,760.348
290,758.041
291,755.736
292,753.432
293,751.129
294,748.828
295,746.528
296,744.229
297,741.932
298,739.637
299,737.342
300,735.05
301,732.758
302,730.468
303,728.18
304,725.893
305,723.607
306,721.323
307,719.04
308,716.759
309,714.479
310,712.201
311,709.924
312,707.649
313,705.375
314,703.102
315,700.831
316,698.562
317,696.294
318,694.027
319,691.762
320,689.499
321,687.236
322,684.976
323,682.717
324,680.459
325,678.203
326,675.949
327,673.695
328,671.444
329,669.194
330,666.945
331,664.698
332,662.453
333,660.209
334,657.967
335,655.726
336,653.486
337,651.249
338,649.012
339,646.778
340,644.545
341,642.313
342,640.083
343,637.855
344,635.628
345,633.403
346,631.179
347,628.957
348,626.736
349,624.517
350,622.3
351,620.084
352,617.87
353,615.657
354,613.446
355,611.237
356,609.029
357,606.823
358,604.618
359,602.415
360,600.214
361,598.014
362,595.816
363,593.62
364,591.425
365,589.232
366,587.04
367,584.851
368,582.662
369,580.476
370,578.291
371,576.108
372,573.926
373,571.746
374,569.568
375,567.391
376,565.217
377,563.043
378,560.872
379,558.702
380,556.534
381,554.368
382,552.203
383,550.04
384,547.879
385,545.719
386,543.562
387,541.405
388,539.251
389,537.099
390,534.948
391,532.798
392,530.651
393,528.505
394,526.362
395,524.219
396,522.079
397,519.941
398,517.804
399,515.669
400,513.535
401,511.404
402,509.274
403,507.146
404,505.02
405,502.896
406,500.774
407,498.653
408,496.534
409,494.417
410,492.302
411,490.188
412,488.077
413,485.967
414,483.859
415,481.753
416,479.649
417,477.547
418,475.447
419,473.348
420,471.251
421,469.157
422,467.064
423,464.973
424,462.884
425,460.797
426,458.711
427,456.628
428,454.546
429,452.467
430,450.389
431,448.314
432,446.24
433,444.168
434,442.098
435,440.03
436,437.965
437,435.901
438,433.839
439,431.779
440,429.721
441,427.665
442,425.611
443,423.559
444,421.509
445,419.461
446,417.415
447,415.371
448,413.329
449,411.289
450,409.251
451,407.215
452,405.182
453,403.15
454,401.12
455,399.093
456,397.068
457,395.044
458,393.023
459,391.004
460,388.987
461,386.972
462,384.959
463,382.949
464,380.94
465,378.934
466,376.929
467,374.927
468,372.928
469,370.93
470,368.934
471,366.941
472,364.95
473,362.961
474,360.974
475,358.99
476,357.007
477,355.027
478,353.049
479,351.074
480,349.1
481,347.129
482,345.161
483,343.194
484,341.23
485,339.268
486,337.308
487,335.351
488,333.396
489,331.443
490,329.493
491,327.545
492,325.599
493,323.656
494,321.715
495,319.776
496,317.84
497,315.906
498,313.975
499,312.046
500,310.119
501,308.195
502,306.274
503,304.354
504,302.437
505,300.523
506,298.611
507,296.702
508,294.795
509,292.891
510,290.989
511,289.089
512,287.193
513,285.298
514,283.407
515,281.518
516,279.631
517,277.747
518,275.866
519,273.987
520,272.111
521,270.237
522,268.366
523,266.498
524,264.632
525,262.769
526,260.909
527,259.051
528,257.197
529,255.344
530,253.495
531,251.648
532,249.804
533,247.963
534,246.125
535,244.289
536,242.456
537,240.626
538,238.799
539,236.975
540,235.153
541,233.335
542,231.519
543,229.706
544,227.896
545,226.089
546,224.285
547,222.484
548,220.686
549,218.891
550,217.099
551,215.31
552,213.523
553,211.74
554,209.96
555,208.183
556,206.409
557,204.639
558,202.871
559,201.107
560,199.345
561,197.587
562,195.832
563,194.08
564,192.332
565,190.586
566,188.844
567,187.105
568,185.37
569,183.638
570,181.909
571,180.183
572,178.461
573,176.742
574,175.027
575,173.315
576,171.607
577,169.902
578,168.2
579,166.502
580,164.808
581,163.117
582,161.429
583,159.746
584,158.066
585,156.389
586,154.717
587,153.048
588,151.382
589,149.721
590,148.063
591,146.409
592,144.759
593,143.113
594,141.47
595,139.832
596,138.198
597,136.567
598,134.94
599,133.318
600,131.7
601,130.085
602,128.475
603,126.869
604,125.267
605,123.669
606,122.076
607,120.487
608,118.902
609,117.322
610,115.746
611,114.174
612,112.607
613,111.044
614,109.486
615,107.933
616,106.384
617,104.84
618,103.3
619,101.766
620,100.236
621,98.7106
622,97.1904
623,95.6752
624,94.1649
625,92.6597
626,91.1595
627,89.6646
628,88.1747
629,86.6902
630,85.2109
631,83.737
632,82.2685
633,80.8054
634,79.3479
635,77.896
636,76.4497
637,75.0092
638,73.5744
639,72.1455
640,70.7224
641,69.3054
642,67.8945
643,66.4897
644,65.0911
645,63.6988
646,62.3129
647,60.9335
648,59.5606
649,58.1943
650,56.8348
651,55.4822
652,54.1365
653,52.7978
654,51.4662
655,50.142
656,48.8251
657,47.5157
658,46.2139
659,44.9199
660,43.6338
661,42.3558
662,41.086
663,39.8245
664,38.5715
665,37.3273
666,36.092
667,34.8657
668,33.6488
669,32.4414
670,31.2439
671,30.0563
672,28.8791
673,27.7125
674,26.5568
675,25.4124
676,24.2796
677,23.1589
678,22.0508
679,20.9556
680,19.874
681,18.8065
682,17.7539
683,16.717
684,15.6965
685,14.6956
686,14.0043
687,13.8148
688,13.8328
689,13.46
690,14.3839
691,13.5373
692,12.9847
693,12.0498
694,13.5679
695,12.6622
696,11.8466
697,11.3547
698,11.6213
699,10.8477
