0,1191.68,,beta,0.9
1,1168.08,,,
2,1144.91,,,
3,1122.16,,,
4,1099.81,,,
5,1077.87,,,
6,1056.33,,,
7,1035.18,,,
8,1014.41,,,
9,994.033,,,
10,974.026,,,
11,954.388,,,
12,935.115,,,
13,916.2,,,
14,897.638,,,
15,879.423,,,
16,861.549,,,
17,844.011,,,
18,826.802,,,
19,809.916,,,
20,793.347,,,
21,777.089,,,
22,761.135,,,
23,745.479,,,
24,730.114,,,
25,715.034,,,
26,700.233,,,
27,685.705,,,
28,671.444,,,
29,657.445,,,
30,643.702,,,
31,630.212,,,
32,616.97,,,
33,603.972,,,
34,591.215,,,
35,578.695,,,
36,566.41,,,
37,554.356,,,
38,542.53,,,
39,530.93,,,
40,519.551,,,
41,508.39,,,
42,497.445,,,
43,486.712,,,
44,476.188,,,
45,465.868,,,
46,455.751,,,
47,445.833,,,
48,436.109,,,
49,426.578,,,
50,417.235,,,
51,408.077,,,
52,399.101,,,
53,390.304,,,
54,381.682,,,
55,373.233,,,
56,364.952,,,
57,356.839,,,
58,348.888,,,
59,341.098,,,
60,333.465,,,
61,325.986,,,
62,318.66,,,
63,311.482,,,
64,304.451,,,
65,297.563,,,
66,290.817,,,
67,284.209,,,
68,277.736,,,
69,271.397,,,
70,265.189,,,
71,259.11,,,
72,253.156,,,
73,247.326,,,
74,241.618,,,
75,236.029,,,
76,230.557,,,
77,225.2,,,
78,219.955,,,
79,214.821,,,
80,209.796,,,
81,204.877,,,
82,200.062,,,
83,195.349,,,
84,190.737,,,
85,186.224,,,
86,181.807,,,
87,177.485,,,
88,173.256,,,
89,169.118,,,
90,165.07,,,
91,161.109,,,
92,157.235,,,
93,153.444,,,
94,149.737,,,
95,146.11,,,
96,142.563,,,
97,139.094,,,
98,135.701,,,
99,132.383,,,
100,129.138,,,
101,125.966,,,
102,122.864,,,
103,119.831,,,
104,116.866,,,
105,113.967,,,
106,111.133,,,
107,108.363,,,
108,105.656,,,
109,103.009,,,
110,100.423,,,
111,97.8954,,,
112,95.4253,,,
113,93.0115,,,
114,90.653,,,
115,88.3485,,,
116,86.097,,,
117,83.8973,,,
118,81.7484,,,
119,79.6493,,,
120,77.5989,,,
121,75.5963,,,
122,73.6403,,,
123,71.73,,,
124,69.8645,,,
125,68.0428,,,
126,66.2641,,,
127,64.5273,,,
128,62.8316,,,
129,61.1762,,,
130,59.5602,,,
131,57.9827,,,
132,56.443,,,
133,54.9401,,,
134,53.4734,,,
135,52.0421,,,
136,50.6454,,,
137,49.2825,,,
138,47.9527,,,
139,46.6553,,,
140,45.3897,,,
141,44.155,,,
142,42.9507,,,
143,41.7761,,,
144,40.6305,,,
145,39.5133,,,
146,38.4239,,,
147,37.3616,,,
148,36.3259,,,
149,35.3161,,,
150,34.3317,,,
151,33.3722,,,
152,32.437,,,
153,31.5255,,,
154,30.6371,,,
155,29.7715,,,
156,28.928,,,
157,28.1062,,,
158,27.3056,,,
159,26.5257,,,
160,25.766,,,
161,25.026,,,
162,24.3054,,,
163,23.6036,,,
164,22.9202,,,
165,22.2549,,,
166,21.6071,,,
167,20.9765,,,
168,20.3627,,,
169,19.7652,,,
170,19.1838,,,
171,18.618,,,
172,18.0674,,,
173,17.5317,,,
174,17.0105,,,
175,16.5035,,,
176,16.0104,,,
177,15.5308,,,
178,15.0645,,,
179,14.6114,,,
180,14.1824,,,
181,13.9823,,,
182,13.7603,,,
183,13.5352,,,
184,13.3379,,,
185,13.2499,,,
186,12.9972,,,
187,12.7112,,,
188,12.6,,,
189,12.5376,,,
190,12.3818,,,
191,12.4082,,,
192,12.1504,,,
193,12.1812,,,
194,11.9204,,,
195,11.9779,,,
196,11.72,,,
197,11.7697,,,
198,11.5266,,,
199,11.5988,,,
200,11.3338,,,
201,11.3162,,,
202,11.1587,,,
203,11.2389,,,
204,10.975,,,
205,10.946,,,
206,10.8183,,,
207,10.9587,,,
208,10.7016,,,
209,10.6595,,,
210,10.5725,,,
211,10.594,,,
212,10.4206,,,
213,10.2088,,,
214,10.1081,,,
215,10.2265,,,
216,10.0003,,,
217,10.149,,,
218,9.91505,,,
219,9.94259,,,
220,9.78578,,,
221,9.73268,,,
222,9.52374,,,
223,9.7796,,,
224,9.5284,,,
225,9.377,,,
226,9.27348,,,
227,9.09779,,,
228,9.36307,,,
229,9.1072,,,
230,8.90397,,,
231,9.10315,,,
232,8.8814,,,
233,8.83728,,,
234,8.86525,,,
235,8.74118,,,
236,9.22214,,,
237,8.95801,,,
238,8.72073,,,
239,8.55789,,,
240,8.93245,,,
241,8.67852,,,
242,8.45592,,,
243,8.34699,,,
244,8.94122,,,
245,8.68045,,,
246,8.44132,,,
247,8.25067,,,
248,8.4523,,,
249,8.24519,,,
250,8.21461,,,
251,8.23508,,,
252,8.13939,,,
253,8.69103,,,
254,8.43961,,,
255,8.21248,,,
256,8.04912,,,
257,8.78825,,,
258,8.52668,,,
259,8.28127,,,
260,8.06254,,,
261,7.92623,,,
262,7.68125,,,
263,7.4681,,,
264,7.77898,,,
265,7.56846,,,
266,7.41988,,,
267,8.58337,,,
268,8.31963,,,
269,8.06673,,,
270,7.82635,,,
271,7.60267,,,
272,7.40957,,,
273,7.34446,,,
274,7.65973,,,
275,7.45131,,,
276,7.30183,,,
277,8.39417,,,
278,8.13697,,,
279,7.89075,,,
280,7.6576,,,
281,7.44304,,,
282,7.2682,,,
283,7.38056,,,
284,7.22612,,,
285,7.9721,,,
286,7.7326,,,
287,7.50766,,,
288,7.30622,,,
289,7.17391,,,
290,8.56926,,,
291,8.30314,,,
292,8.04671,,,
293,7.80056,,,
294,7.56607,,,
295,7.34646,,,
296,7.15147,,,
297,7.03109,,,
298,7.66936,,,
299,7.44142,,,
300,7.23048,,,
301,7.05038,,,
302,6.97691,,,
303,7.52795,,,
304,7.30629,,,
305,7.10507,,,
306,6.95407,,,
307,7.3439,,,
308,7.13796,,,
309,6.96894,,,
310,6.99205,,,
311,6.90878,,,
312,7.80786,,,
313,7.56887,,,
314,7.3417,,,
315,7.13022,,,
316,6.94732,,,
317,6.88421,,,
318,7.27744,,,
319,7.07047,,,
320,6.89778,,,
321,6.93091,,,
322,6.84914,,,
323,7.92101,,,
324,7.67706,,,
325,7.44352,,,
326,7.22227,,,
327,7.01833,,,
328,6.85045,,,
329,6.92783,,,
330,6.80265,,,
331,9.89394,,,
332,9.58494,,,
333,9.28527,,,
334,8.99477,,,
335,8.71328,,,
336,8.44073,,,
337,8.17707,,,
338,7.92234,,,
339,7.67676,,,
340,7.44081,,,
341,7.21556,,,
342,7.00355,,,
343,6.81211,,,
344,6.67566,,,
345,8.15449,,,
346,7.89938,,,
347,7.65341,,,
348,7.41704,,,
349,7.19133,,,
350,6.97872,,,
351,6.78623,,,
352,6.64603,,,
353,7.78961,,,
354,7.54845,,,
355,7.31708,,,
356,7.09682,,,
357,6.89098,,,
358,6.70996,,,
359,6.61728,,,
360,9.18612,,,
361,8.89842,,,
362,8.61966,,,
363,8.34973,,,
364,8.08859,,,
365,7.83628,,,
366,7.59298,,,
